k = 1,k = 2,k = 3,k = 4,k = 5,k = 6,k = 7,k = 8,k = 9,k = 10,k = 11,k = 12,k = 13,k = 14,k = 15,k = 16,k = 17,k = 18,k = 19,k = 20,k = 21,k = 22,k = 23,k = 24,k = 25,k = 26,k = 27,k = 28,k = 29,k = 30
4.0531158447265625e-06,1.0967254638671877e-05,9.059906005859377e-06,1.6927719116210938e-05,3.719329833984375e-05,0.0002508163452148,0.000166893005371,0.0003676414489746,0.000807762145996,0.0026667118072509,0.0043830871582031,0.007922887802124,0.0164909362792968,0.0348858833312988,0.0732889175415039,0.1582088470458984,0.3320841789245605,0.7020800113677979,1.4759140014648438,3.116966962814331,6.567344903945923,13.822811126708984,30.022066116333008,61.660017013549805,135.46335577964783,288.5857620239258,,,,
2.86102294921875e-06,8.821487426757812e-06,6.198883056640625e-06,1.4066696166992188e-05,3.2901763916015625e-05,0.0002448558807373,0.0001642704010009,0.0003638267517089,0.0007491111755371,0.0016450881958007,0.0036029815673828,0.0155611038208007,0.0162591934204101,0.0347099304199218,0.0735628604888916,0.1556222438812255,0.3320517539978027,0.7006289958953857,1.482882022857666,3.1162009239196777,6.57455325126648,13.807868957519531,30.154785871505737,63.68038487434387,135.58289504051208,287.7796189785004,,,,
3.0994415283203125e-06,6.9141387939453125e-06,5.7220458984375e-06,1.4066696166992188e-05,3.218650817871094e-05,0.0002470016479492,0.0001637935638427,0.0003411769866943,0.0007479190826416,0.001641035079956,0.0036001205444335,0.0078630447387695,0.0163259506225585,0.0344488620758056,0.0729899406433105,0.1568288803100586,0.3327679634094238,0.6993961334228516,1.476935863494873,3.1135799884796143,6.5583860874176025,13.819765090942385,30.277258157730103,61.531420946121216,134.25618314743042,284.95719385147095,,,,
3.0994415283203125e-06,8.106231689453125e-06,5.7220458984375e-06,1.4066696166992188e-05,3.409385681152344e-05,0.0002460479736328,0.0001637935638427,0.0003378391265869,0.0007481575012207,0.0016450881958007,0.0064659118652343,0.0083920955657958,0.0162508487701416,0.0342469215393066,0.0729939937591552,0.1564300060272216,0.3299610614776611,0.7048242092132568,1.4761970043182373,3.1132259368896484,6.565523147583008,13.838354110717772,30.11817216873169,61.91595816612244,135.5939531326294,291.037544965744,,,,
2.86102294921875e-06,6.9141387939453125e-06,4.76837158203125e-06,1.3828277587890623e-05,3.2901763916015625e-05,0.0002443790435791,0.0001552104949951,0.0003387928009033,0.0007469654083251,0.0016448497772216,0.0073509216308593,0.0079331398010253,0.0162880420684814,0.0344431400299072,0.0729870796203613,0.1664731502532959,0.3309528827667236,0.7022027969360352,1.476128101348877,3.11604905128479,6.610368013381958,13.852602243423462,30.21970105171204,61.76304793357849,138.2462809085846,286.8460519313812,,,,
3.0994415283203125e-06,6.9141387939453125e-06,5.960464477539063e-06,1.2874603271484377e-05,4.00543212890625e-05,0.000140905380249,0.0001530647277832,0.000338077545166,0.0007448196411132,0.0016450881958007,0.0036008358001708,0.0078711509704589,0.0161309242248535,0.03422212600708,0.0730080604553222,0.2091619968414306,0.3301689624786377,0.7001678943634033,1.4762589931488037,3.121433973312378,6.589319944381714,13.887734174728394,29.94804811477661,96.754225730896,135.87689089775083,289.8791480064392,,,,
2.1457672119140625e-06,8.344650268554688e-06,5.960464477539063e-06,1.3828277587890623e-05,3.2901763916015625e-05,7.772445678710938e-05,0.0001518726348876,0.0003378391265869,0.0007448196411132,0.0016438961029052,0.00360107421875,0.0078668594360351,0.0162019729614257,0.0341691970825195,0.0737998485565185,0.1569340229034423,0.3315818309783935,0.7023899555206299,1.4748120307922363,3.1188879013061523,6.598748922348023,13.90765380859375,30.02609086036682,61.18159103393555,135.52225279808044,287.4773409366608,,,,
3.0994415283203125e-06,6.9141387939453125e-06,5.960464477539063e-06,1.4066696166992188e-05,3.1948089599609375e-05,7.605552673339844e-05,0.0001530647277832,0.000338077545166,0.0007460117340087,0.0016608238220214,0.0108609199523925,0.0079529285430908,0.0161261558532714,0.0341937541961669,0.0731987953186035,0.156261920928955,0.3306381702423095,0.699160099029541,1.475329875946045,3.1204540729522705,6.61388111114502,13.83282995223999,29.99375820159912,61.64566993713379,135.74968719482422,287.3773250579834,,,,
2.6226043701171875e-06,6.67572021484375e-06,5.0067901611328125e-06,1.4066696166992188e-05,3.1948089599609375e-05,7.200241088867188e-05,0.0001518726348876,0.0003371238708496,0.0007472038269042,0.0016391277313232,0.0036020278930664,0.0079267024993896,0.0162243843078613,0.0341410636901855,0.0734107494354248,0.155916690826416,0.3320310115814209,0.7010231018066406,1.4762158393859863,3.129258871078491,6.625769853591919,13.931148052215576,30.035430908203125,61.77594995498657,135.10822701454163,288.0865478515625,,,,
2.1457672119140625e-06,7.152557373046875e-06,5.960464477539063e-06,1.4066696166992188e-05,3.314018249511719e-05,6.914138793945312e-05,0.0001518726348876,0.0003383159637451,0.0007481575012207,0.0016431808471679,0.0036029815673828,0.0080142021179199,0.0161590576171875,0.0341711044311523,0.0754611492156982,0.1559131145477295,0.3303091526031494,0.6996800899505615,1.475877046585083,3.1260740756988525,6.615452289581299,13.918407201766968,30.055034160614014,61.90108275413513,135.12217903137207,286.8371579647064,,,,
